beta,ci_lo,ci_hi,rel
.0250857038833238,.00770396058399,.0424674471826576,-4
-.0000737424873378,-.0173493948432135,.0172019098685379,-3
.0039465072181705,-.0103033481049482,.0181963625412891,-2
-.0065028888522902,-.0178591870770161,.0048534093724357,0
-.0074783568553965,-.0202866718232393,.0053299581124464,1
-.0042386338870562,-.0179941308551506,.0095168630810382,2
-.0320317777226079,-.0468465624441831,-.0172169930010327,3
.0076270165027172,-.0069072695347189,.0221613025401532,4
.0109985501275395,-.0040694635874856,.0260665638425646,5
